Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['we', '’', 'll', 'be', 'watching', 'this', 'gif', 'of', 'smiling', 'forever', '😍']",1,Love,ADJ
"['we', '’', 're', 'only', '6', 'days', 'away', 'from', 'our', 'final', 'trip', 'of', 'the', 'regular', 'season', '!', 'and', 'it', '’', 's', 'tj', 'oshie', 'bobblehead', 'night', '!', '🏒']",1,Joy,NOUN
"['never', 'give', 'up', '💕']",1,Love,VERB
"['tired', 'with', 'the', 'gimmicks', '❗', '️']",-1,Anger,PUNCT
"['my', 'feelings', 'don', '’', 't', 'even', 'be', 'hurt', 'nomore', '😂', 'it', 'is', 'what', 'it', 'is']",1,Joy,VERB
"['or', 'we', 'can', 'just', 'pay', 'for', 'our', 'own', 'food', '💀']",-1,Fear,VERB
"['we', 'sacrifice', 'our', 'health', 'for', 'wealth', '.', 'and', 'then', 'we', 'sacrifice', 'our', 'wealth', 'for', 'health', '😢']",-1,sadness,ADJ
"['time', 'flies', 'when', 'your', 'having', 'fun', '..', '⏳']",1,Joy,NOUN
"['bahahaha', 'he', 'knew', 'us', 'way', 'too', 'much', '😂']",1,Joy,VERB
"['white', 'house', 'floats', 'new', 'dreamers', 'deal', '-', 'politico', 'democrats', 'don', '’', 't', 'care', 'about', 'dreamers', '!', '👎']",-1,Disgust,ADJ
"['i', '’', 'm', 'sowwe', '!', 'i', 'love', 'you', '!', '😘']",1,Love,VERB
"['i', 'have', 'that', '”', 'mas', 'seloso', 'pa', 'sakon', '”', 'kind', 'of', 'boyfriend', '😌']",1,Joy,ADJ
"['kd', 'with', 'the', 'dunk', 'on', 'lebron', 'james', '!', '😱']",1,Surprise,VERB
"['not', 'even', 'two', 'beeps', ',', 'gotta', 'open', 'it', 'at', '1', 'second', '😂']",1,Joy,VERB
"['if', 'you', 'are', 'playing', 'in', 'this', 'stock', 'market', '(', 'exchange', 'or', 'crypto', ')', ',', 'you', 'have', 'to', 'be', 'patient', '!', '!', '!', '🚀', 'free', 'and', 'best', 'automatic']",1,Joy,PROPN
"['i', 'am', 'so', 'drowsy', 'but', 'andide', 'ndilale', '😩']",-1,Sadness,VERB
"['👉', 'internet', 'of', 'things', ':', 'how', 'cybersecurity', 'will', 'change']",0,Surprise,ADP
"['i', '’', 'll', 'add', 'you', '🙂']",1,Joy,ADJ
"['for', 'this', 'masterpiece', '.', 'this', 'song', 'means', 'so', 'much', 'to', 'me', 'and', 'i', 'relate', 'to', 'it', '💜']",1,Love,ADJ
"['i', 'seem', 'to', 'have', 'found', 'the', 'logo', 'hiding', 'behind', 'a', 'wall', '🤔']",-1,disgust,ADJ
"['the', 'thing', 'i', 'liked', 'in', 'epi', 'ystr', 'was', 'performance', 'as', 'the', 'way', 'he', 'emoted', 'anger', '&', 'frustration', 'was', 'fantastic', '👌', 's', '…']",1,Joy,ADJ
"['shut', 'yo', 'head', 'ass', 'up', '😒']",-1,Disgust,ADJ
"['line', '1', ':', 'i', 'want', 'to', 'be', 'unified', 'line', '2', ':', 'remember', 'those', 'anti-american', 'black', 'athletes', 'kneeling', '😉']",0,Surprise,ADJ
"['why', 'you', 'trying', 'to', 'hang', 'out', 'with', 'your', 'guys', 'late', 'every', 'night', 'ryan', '?', '👀']",0,Surprise,VERB
"['so', 'flawless', '❤']",1,Love,ADJ
"['one', 'day', 'till', 'my', 'birthday', '🎉']",1,Joy,NOUN
"['naughty', ',', '💋']",1,Joy,PUNCT
"['who', 'wants', '120', 'free', 'follows', '?', '?', '👀']",0,Surprise,VERB
"['the', 'trophy', 'was', 'held', 'too', 'high', 'so', 'jimin', 'lowered', 'it', 'to', 'match', 'his', 'height', 'lol', '©', '…']",0,Surprise,PUNCT
"['look', 'at', 'these', 'comments', '🙄']",-1,Disgust,ADJ
"['be', 'careful', 'what', 'you', 'tweet', '😈']",-1,Anger,ADJ
"['pose', 'pose', 'pose', '🎵']",0,Joy,NOUN
"['sex', 'u', 'up-cb', '🎶']",1,Joy,NOUN
"['before', 'that', 'let', 'me', 'say', 'for', 'the', 'last', 'time', 'that', 'i', 'love', 'ten', 'so', 'much', '💓']",1,Love,NOUN
"[""you're"", 'an', 'army', 'from', 'what', 'country', '?', '🌍', 'reply', 'your', 'answers', 'with', 'the', 'voting', 'hashtags', 'and', ""don't"", 'forget', 'to', 'tag', 'fro', '…']",0,Surprise,NOUN
"['it', '’', 's', 'a', 'hot', 'one', 'in', 'brisbane', '💙', '🇦🇺', 'presenting', 'to', 'the', 'respiratory', 'team', 'on', 'managing', 'in']",1,Love,ADJ
"['happy', 'birthday', 'a', '❤', '️']",1,Love,VERB
"['how', 'is', 'it', 'that', 'i', 'am', 'still', 'breaking', '?', '💔']",-1,Sadness,NOUN
"['⚠', '️recycling', 'update', '.', 'our', 'teams', ""can't"", 'get', 'out', 'to', 'collect', 'recycling', 'today', ""we're"", 'afraid', '.', 'recycling', 'will', 'be', 'collected', 'at', 'the', 'nex', '…']",-1,Fear,PUNCT
"[""it's"", '420', 'eve', ';', ""don't"", 'forget', 'to', 'leave', 'out', 'cookies', 'and', 'milk', 'for', 'snoop', 'dog', '😍']",1,Love,ADJ
"['i', '’', 'm', 'to', 'old', 'for', 'this', 'partying', 'stuff', ',', 'i', 'was', 'in', 'the', 'party', 'yawning', '😭']",-1,Sadness,VERB
"['eilleen', 'kelly', 'is', 'all', 'the', 'education', 'you', 'need', '(', '26', 'photos', ')', '👿']",-1,Anger,ADJ
"['bt21', 'talk', 'coming', 'soon', '❗']",0,Surprise,PUNCT
"['as', 'a', 'christian', ',', 'i', 'endorse', 'this', 'tweet', '😂']",1,Joy,VERB
"['still', 'hype', 'i', 'was', 'able', 'to', 'meet', 'and', 'be', 'on', 'set', 'with', '‼', '️']",1,Joy,PUNCT
"['i', '’', 'm', 'just', 'in', 'a', 'great', 'mood', 'today', 'so', 'yeah', '.', 'here', '’', 's', 'me', 'rapping', '...', 'like', 'always', '😂']",1,Joy,VERB
"['first', 'dj', 'to', 'be', 'unveiled', 'tomorrow', 'at', 'picazzo', 'for', 'the', 'very', 'first', 'time', 'is', '💯', 'welcome', 'to', 'our', 'debut', '“', 'picazzo', 'fiesta', '”', 'i', '…']",1,Joy,ADJ
"['i', 'would', 'if', 'i', 'could', '😂', 'but', 'dick', 'has', 'arrived', 'i', '’', 'll', 'be', 'back', 'in', 'a', 'few', 'hours']",1,Joy,VERB
"['180127', '[', 'fancam', ']', 'at', 'saitama', 'day', '1', 'exo-ls', '’', 'rainbow', 'ocean', '❤', '️', 'e', '…']",1,Love,NOUN
"['😉', 'during', 'the', 'mr', '.', 'amigo', 'presentation', ',', 'said', 'he', 'was', 'going', 'to', 'sing', 'a', 'new', 'song', '.', 'he', 'said', 'if', 'you', '""', 'happen', '""', 'to', 'know', 'the', 'w', '…']",1,Joy,ADJ
"['i', 'have', 'a', 'golden', 'retriever', '🐕', '4', 'months', 'old', ',', 'and', 'it', 'is', 'very', 'affectionate', ',', 'but', 'nothing', 'compared', 'to', 'the', '…']",1,Love,NOUN
"['i', 'know', 'all', 'the', 'professors', 'already', '😏']",1,Joy,ADJ
"['i', '’', 'm', 'serious', 'though', '❗', '️']",0,Surprise,PUNCT
"['i', 'can', '’', 't', 'wait', 'for', 'my', 'trip', 'to', 'grand', 'junction', '😍']",1,Love,ADJ
"['and', 'people', 'act', 'like', 'i', 'need', 'them', 'in', 'my', 'life', ',', 'if', 'you', 'wanna', 'leave', 'i', '’', 'll', 'be', 'glad', 'to', 'hold', 'the', 'door', 'open', 'for', 'you', '💯']",1,Joy,NOUN
"['kenta', 'is', 'in', 'japan', 'enjoying', 'new', ""year's"", '❣', '️']",1,Love,NOUN
"['inside', 'the', 'dressing', 'room', 'at', 'wembley', '👀', 'where', 'are', 'you', 'watching', ""today's"", 'semi-final', '?']",0,Surprise,VERB
"['not', 'surprised', 'by', 'this', 'though', '...', 'we', 'are', 'in', 'the', 'sunken', 'place', '😕']",-1,Disgust,ADJ
"['speaking', 'of', 'acquiring', 'knowledge', ':', '😎']",1,Joy,ADJ
"['little', 'zayn', '😻']",1,Love,ADJ
"['craving', 'sushi', 'at', 'this', 'hour', 'is', 'not', 'a', 'joke', '...', '😒']",-1,Disgust,ADJ
"['looks', 'like', 'a', 'pretty', 'full', 'stadium', '🤔']",-1,Disgust,ADJ
"['yo', 'orlando', '!', '!', '!', 'we', 'wanna', 'meet', 'up', 'with', 'y', '’', 'all', 'next', 'week', ',', 'come', 'to', '-', 'april', '17th', 'at', '5pm', '🔥']",1,Joy,NOUN
"['happy', 'birthday', 'gorgeous', 'creature', '.', 'i', 'trully', 'love', 'your', 'personality', '💙']",1,Love,ADJ
"['wanna', 'stay', 'in', 'bed', 'all', 'day', '😴']",0,Surprise,ADJ
"['not', 'showing', 'for', 'the', '?', 'never', 'heard', 'of', 'it', '😏']",-1,Disgust,ADJ
"['btw', ',', 'love', 'you', 'so', 'much', ',', 'jiminie', '💕']",1,Love,NOUN
"['i', 'just', 'wanna', 'meet', '😕']",-1,Sadness,ADJ
"['ㅡ', 'ten', '♡', '©', 'welcome', 'nct', '2018', 'vlive', '.', '*', '･', '｡', '✧']",1,Love,NOUN
"['ex', ':', 'i', 'still', 'love', 'you', 'and', 'i', 'want', 'you', 'back', 'in', 'my', 'life', 'me', ':', '😂']",1,Joy,VERB
"['happy', 'birthday', 'my', 'boy', '❤', '️']",1,Love,VERB
"['""', ""i'm"", 'marrying', 'the', 'most', 'beautiful', 'girl', '.', '""', 'we', 'all', 'deserve', 'to', 'hear', 'this', 'in', 'our', 'lives', '.', '):', '❤', '️']",1,Love,VERB
"['i', 'literally', 'miss', 'my', 'nieces', 'right', 'now', '😰']",-1,Sadness,ADJ
"['what', 'an', 'awesome', 'story', '...', 'and', 'an', 'incredible', 'young', 'man', '!', '👍']",1,Joy,ADJ
"['w', 'boys', '&', 'eric', 'nam', 'took', 'pic', 'tgt', 'with', 'a', 'lucky', 'fan', 'on', 'cultwo', 'show', '.', '🎥', 'yichiyul']",0,Surprise,NOUN
"['stevn', 'and', 'connie', 'dragonballz', 'style', 'fusion', '!', 'i', '❤', '️']",1,Love,VERB
"['if', 'im', 'rigjt', 'thats', 'good', 'but', 'idk', 'because', 'i', 'confuse', 'words', 'sometimes', '😭']",-1,Sadness,VERB
"['when', 'lil', 'tay', 'tells', 'you', 'her', 'barbie', 'house', 'cost', 'more', 'than', 'your', 'rent', '😤']",-1,Anger,ADJ
"['why', 'am', 'i', 'still', 'sick', '😫']",-1,Sadness,ADJ
"['you', 'probably', ""shouldn't"", 'ask', 'me', 'what', 'time', 'it', 'is', '.', 'i', ""don't"", 'even', 'know', 'what', 'month', 'it', 'is', '.', '🤣']",1,Joy,VERB
"['hold', 'on', 'i', 'still', 'need', 'you', '🎶']",1,Joy,NOUN
"['[', 'pic', ']', '151030', 'first', 'fansign', 'at', 'myeongdong', '©', 'disk', '611']",0,Surprise,PUNCT
"['we', 'need', 'to', 'talk', '🌑']",-1,Fear,NOUN
"['mc', 'asked', 'rz', 'to', 'stand', 'up', 'in', 'the', 'count', 'of', '3', ',', 'but', 'all', 'wannable', 'says', 'no', '!', 'what', '’', 's', 'happening', '?', '😨']",-1,Fear,ADJ
"['great', '🔥', ""we're"", 'president', ""trump's"", 'army', 'and', 'want', 'action', 'against', 'corrupt', 'de', '…']",1,Joy,ADJ
"[""i'm"", 'at', 'my', 'weakest', 'rn', '😔']",-1,Sadness,ADJ
"['good', 'morning', '🌞', 'y', '’', 'all', '!']",1,Joy,NOUN
"['checking', 'out', 'the', 'pre-january', '8', 'statement', 'dinner', '📺']",0,Surprise,NOUN
"['how', 'y', '’', 'all', 'get', 'niggas', 'like', 'this', '&', 'cheat', '?', '😂']",1,Joy,VERB
"['you', 'can', 'soon', 'don', '’', 't', 'ya', 'worry', '😂']",1,Joy,VERB
"['buffoon', 'is', 'right', '🙄']",-1,Disgust,ADJ
"[""here's"", 'the', 'link', '😊']",1,Joy,ADJ
"['i', '’', 'm', 'ready', 'for', 'the', 'month', 'of', 'may', ',', 'i', 'got', 'graduation', ',', 'my', 'party', ',', 'my', 'cruise', '😍']",1,Joy,ADJ
"['because', 'you', 'were', 'a', 'rabbit', 'in', 'your', 'previous', 'life', '?', '🌚']",0,Surprise,NOUN
"['the', 'mmith', 'shirt', 'is', 'so', 'gorgeous', 'too', 'and', 'i', '’', 'm', 'not', 'saying', 'that', 'just', 'bc', 'it', '’', 's', 'my', 'fav', 'song', '🤭']",1,Joy,ADJ
"['our', '5', 'year', 'high', 'school', 'reunion', 'page', 'just', 'got', 'set', 'up', '😳', 'holy', 'shit', 'we', '’', 're', 'getting', 'old']",0,Surprise,ADJ
"['chocolate', 'covered', 'strawberries', '...', 'a', 'snack', '😛', '24g', 'grand', 'glam', 'palette', 'shades', 'glitz', ',', 'brassy', ',', 'flirty', ',', 'mooc', '…']",1,Joy,ADJ
"['hey', ',', 'our', 'marches', 'are', 'still', 'bigger', 'than', 'your', 'inauguration', '😉', 'nra']",0,Surprise,ADJ
"['see', 'the', 'top', '5', 'best', 'moments', '👇']",0,Surprise,ADP
"['unlike', 'brownies', ',', 'no', 'one', 'wanted', 'an', 'edge', '😂']",1,Joy,VERB
"['they', 'did', 'fix', 'the', 'seat', 'placards', '.', 'so', 'there', 'is', 'that', '!', '🤗']",1,Joy,VERB
"['where', 'exactly', 'did', 'you', 'get', 'this', 'info', '?', 'curious', 'because', ""it's"", 'the', 'first', ""we've"", 'heard', 'of', 'it', '.', '😜']",0,Surprise,ADJ
"['i', 'just', 'need', '2', 'mins', '😂', ':', 'via']",1,Joy,VERB
"['hyungwonho', 'look', 'so', 'happy', '😭']",-1,Sadness,VERB
"['follow', 'everyone', 'who', 'likes', 'this', '🙌']",1,Joy,VERB
"['guy', 'and', 'his', 'guy', '🤔']",-1,Disgust,ADJ
"['congratulations', ',', '👑', 'follow', 'ig', 'account', 'for', 'kisses', ""'"", 'mega', 'igtorial', ':', '…']",1,Joy,NOUN
"[""don't"", 'forget', 'that', 'lil', 'uzi', 'ugly', 'af', '😷']",-1,Disgust,ADJ
"['starts', 'in', '10', 'mins', '!', '✅', 'original', 'xiaomi', 'mi', 'smart', 'temperature', 'and', 'humidity', 'sensor', '-', 'xiaomi', 'temperature', 'and', 'humidity', 'se', '…']",1,Joy,ADJ
"['thank', 'you', 'for', 'southampton', 'fc', '👏']",1,Joy,ADJ
"['musonda', 'fucking', 'gets', 'it', ',', 'love', 'the', 'cunt', 'already', '🍀']",1,Love,NOUN
"['but', 'the', 'hi-res', 'models', 'aren', '’', 't', 'producing', 'any', 'precip', 'with', 'simulated', 'reflectivity', '.', '🙄']",-1,Disgust,ADJ
"['lowkey', 'at', 'first', 'i', 'thought', 'might', '’', 've', 'been', 'talking', 'to', 'a', 'different', 'johny', 'when', 'i', 'clicked', 'one', 'your', 'avi', '💀', 'i', 'w', '…']",-1,Fear,VERB
"['use', 'this', 'after', 'everytime', 'you', 'wash', 'ur', 'face', ',', 'before', 'u', 'apply', 'makeup', ',', 'before', 'u', 'go', 'to', 'bed', '.', 'ur', 'skin', 'will', 'bloom', '🌸']",1,Joy,NOUN
"['proud', 'of', 'you', '❤', '️']",1,Love,VERB
"['how', 'to', 'pronounce', 'amanat', '↺', 'rt', '❤']",1,Love,PUNCT
"['i', 'know', 'the', 'reason', 'you', 'feel', 'a', 'way', '!', '!', '!', '😏', '•']",1,Joy,ADJ
"['people', 'who', 'are', 'intimidated', 'by', 'you', 'talk', 'bad', 'about', 'you', 'with', 'hopes', 'that', 'others', 'won', '’', 't', 'find', 'you', 'so', 'appealing', '‼', '️', 'gossip', 'is', 'sp', '…']",-1,Anger,PUNCT
"['happy', 'birthday', '!', 'god', 'bless', '🤗']",1,Joy,ADJ
"['call', 'her', 'police', 'pistol', 'because', 'she', 'has', 'her', 'sights', 'set', 'on', 'black', 'men', '😩']",-1,Sadness,VERB
"['thank', 'you', 'mlk', '.', '✊']",1,Joy,NOUN
"['the', 'saddest', 'part', 'is', 'acting', 'like', 'you', 'dont', 'care', 'and', 'your', 'okey', '😭']",-1,Sadness,VERB
"['✅', 'please', 'be', 'welcome', 'to', 'read', 'through', 'our', 'february', 'monthly', 'update', '.', ""you'll"", 'find', 'there', 'a', 'quick', 'summary', 'of', 'our', 'progress', 'this', '…']",1,Joy,ADJ
"['i', 'miss', 'wonsik', 'eating', 'rubbish', 'food', '😭']",-1,Sadness,VERB
"['it', 'matters', '🎶', 'what', ""what's"", 'in', 'the', 'gut', '.']",1,Joy,NOUN
"['i', 'forgot', 'how', 'truly', 'majestic', 'the', ""anime's"", 'merged', 'zamasu', 'is', '.', '💚']",1,Love,ADJ
"['depression', '™']",-1,Sadness,NOUN
"['happy', 'anniversary', 'yg', 'ke', '26', 'pelengkap', 'hati', '💜', 'all', 'the', 'best', 'wishes', 'let', 'me', 'put', 'both', 'of', 'yr', 'names', 'in', 'my', 'daily', ""du'a"", 'inshaallah', '.', 'ily', '…']",1,Love,ADJ
"['..', 'ur', 'so', 'perf', '😻']",1,Love,ADJ
"['just', 'been', 'shit', 'on', 'by', 'a', 'bird', 'for', 'the', 'first', 'time', 'ever', '...', 'you', ""won't"", 'believe', 'where', 'i', 'was', 'stood', 'in', 'liverpool', '...', 'dale', 'street', '😂']",1,Joy,VERB
"['joining', 'in', 'on', 'the', 'trend', '💖']",1,Love,ADJ
"['wave', 'watch', 'iii', '®', 'products']",0,Surprise,NOUN
"['ive', 'looked', 'at', '100s', 'of', 'photos', 'of', 'nails', 'for', 'my', 'wedding', 'and', 'still', 'can', '’', 't', 'decide', 'how', 'to', 'do', 'them', '🙄']",-1,Disgust,ADJ
"['please', 'share', '?', '😢']",-1,sadness,ADJ
"['i', 'watch', 'the', 'heart', 'attack', 'mv', 'on', 'a', 'daily', 'basis', 'i', 'love', 'jiwoo', 'so', 'much', '😔']",-1,sadness,ADJ
"['or', 'maybe', 'that', 'sam', 'brown', '🤪']",1,Joy,VERB
"['😘', 'always', 'be', 'fi', '…']",1,Love,ADJ
"['thank', 'you', 'for', 'memory', 'like', 'these', '❤', '️', 'we', 'love', 'you', 'dhoni']",1,Love,VERB
"['entertain', 'me', '🤠']",1,Joy,VERB
"['time', 'to', 'inspire', '⚜', '️']",1,Joy,NOUN
"['📷', 'iamgagaforgaga', ':', 'the', 'artrave', 'in', 'melbourne', '2014']",0,Surprise,NOUN
"['i', 'love', 'suran', 'so', 'much', 'i', 'hate', 'reading', 'this', 'post', 'it', 'hurts', 'me', 'also', '😞']",-1,Sadness,ADJ
"['vcu', 'be', 'fucking', 'everybody', 'over', 'dawg', 'ion', 'care', '.', '😭']",-1,Sadness,VERB
"['rafiki', 'what', 'is', 'it', 'about', 'his', 'lovely', 'face', 'that', 'just', 'melts', 'your', 'heart', '❤', '️', 'if', 'you', 'found', 'rafiki', '&', 'kept', 'him', ""that's""]",1,Love,NOUN
"['good', 'sleep', 'and', 'sweet', 'dreams', '✨']",1,Joy,NOUN
"['me', 'waiting', 'for', 'the', 'weekend', '...', '😂', 'by']",1,Joy,VERB
"['hungry', 'asf', '😩']",-1,Sadness,ADJ
"['did', 'q', 'just', 'call', 'out', 'israel', 'and', 'chuck', 'schumer', '?', '🤪']",1,Joy,VERB
"['he', 'beat', 'hillary', 'that', '’', 's', 'what', '😂']",1,Joy,VERB
"['and', 'out', 'comes', 'the', 'cannon', '...', 'yaaasss', '!', '😘']",1,Joy,VERB
"['when', ""you're"", 'getting', 'high', '&', 'your', 'friend', 'starts', 'acting', 'weird', 'af', '😂']",1,Joy,VERB
"['i', 'think', 'denton', 'is', 'callin', 'my', 'name', 'for', 'an', 'ass', 'whoopin', '🤔']",-1,Disgust,ADJ
"['heavenly', 'at', 'tonight', '😍', 'bride', '/', 'planner', 'decor']",1,Love,ADJ
"['161014', '🐢', 'gif', '6p']",1,Joy,NOUN
"['🤯', 'i', 'am', 'doing', 'my', 'best']",-1,Surprise,ADJ
"['have', 'a', 'fruitful', 'and', 'blessed', 'day', 'to', 'us', '!', '☺']",1,Joy,ADJ
"['regret', 'calling', 'some', 'of', 'you', 'girls', 'my', 'friends', 'foreal', '💀']",-1,Fear,VERB
"['love', 'them', '😭']",-1,Sadness,VERB
"['loving', 'my', 'vanity', '💗']",1,Love,NOUN
"['thats', '5', 'days', 'off', 'done', 'back', 'at', 'work', 'for', '3', 'days', 'and', 'another', '7', 'off', '!', '!', '!', 'and', 'to', 'top', 'it', 'off', ""i've"", 'got', 'man', 'flu', 'and', 'my', 'job', 'consists', 'of', 'talking', 'a', 'lot', '👍']",1,Joy,ADJ
"['it', 'was', 'before', 'i', 'was', 'dating', 'you', 'sir', '!', 'i', 'have', 'had', 'experiences', 'before', 'you', '😤']",-1,Anger,ADJ
"['my', 'vector', 'fan', 'art', 'of', '🙅']",-1,Disgust,ADJ
"['a', 'youu', '!', '!', 'sml', 'for', 'you', '💞']",1,Love,NOUN
"['i', 'only', 'belong', 'on', 'vacation', '.', '🌞', '...', 'photo', 'cred', ':', '…']",1,Joy,NOUN
"['this', 'really', 'killed', 'me', '😂']",1,Joy,VERB
"['omg', 'i', 'remember', 'this', 'from', 'our', 'jdance', 'practice', '😭', 'good', 'old', 'times']",-1,Sadness,VERB
"['miracles', 'in', 'december', '😍']",1,Love,NOUN
"['feel', 'naked', 'without', 'my', 'watch', '😭']",-1,Sadness,VERB
"['26', 'and', 'cant', 'wait', '.', '‼', '️']",0,Surprise,PUNCT
"['back', 'to', 'school', '🤗']",1,Joy,ADJ
"[""don't"", 'believe', 'in', 'any', 'rumours', 'and', 'associated', 'account', '😁', 'keep', 'supporting', 'and', 'voting', 'her', 'on', '…']",1,Joy,VERB
"['thank', 'you', 'po', '.', 'love', 'youuu', '💖']",1,Love,NOUN
"['the', 'ice', 'is', 'monday', '.', '📸', 'todd', 'reicher']",0,Surprise,NOUN
"['knows', 'we', '’', 're', 'coming', '!', '😎', 'you', '’', 've', 'been', 'warned', '!']",1,Joy,ADJ
"['180411', '[', 'melon', ']', 'melon', 'chart', '00:00', 'kst', '📊', 'blooming', 'day', '-', '4', 'monday', 'blues', '-', '17', 'playdate', '-', '18', 'sweet', 'dreams', '!', '-', '19', 'vroom', 'vroom', '…']",0,Surprise,NOUN
"['deep', 'sigh', '💔']",-1,sadness,NOUN
"['i', ""can't"", 'keep', 'my', 'fingers', 'out', 'of', 'this', 'today', '.', 'i', 'think', 'somebody', 'should', 'lick', 'it', '👅']",1,Joy,NOUN
"['i', '’', 'm', 'not', 'crying', ',', 'you', '’', 're', 'crying', '.', '😫']",-1,Sadness,ADJ
"['oh', 'look', 'what', 'we', 'have', 'here', '😍']",1,Love,VERB
"['double', 'heavy', 'shotgun', 'is', 'the', 'new', 'wave', '🌊']",1,Joy,NOUN
"['i', 'want', 'to', 'see', 'this', 'smile', 'all', 'the', 'time', '💙']",1,Love,NOUN
"['cant', 'stand', 'people', 'who', 'pretend', 'to', 'be', 'someone', 'they', 'not', '❗', '️']",-1,Anger,PUNCT
"['philly', 'this', 'weekend', 'looking', 'like', 'the', 'move', '👀']",0,Surprise,VERB
"['[', 'press', ']', '♠', '️', '180420']",0,Surprise,NOUN
"['afpoa', 'fun', 'facts', 'and', 'headcanons', '💕', 'just', 'random', 'little', 'tidbits', 'i', 'thought', 'of', 'but', ""couldn't"", 'find', 'a', 'place', 'to', 'fit', 'into', 'the', 'actua', '…']",1,Love,NOUN
"['good', 'morning', 'amy', '.', 'hope', 'all', 'is', 'well', 'w', '/', 'you', 'and', 'that', 'you', 'have', 'a', 'happy', 'day', '.', '☺', '️']",1,Joy,ADJ
"['😭', 'beautiful']",-1,sadness,ADJ
"['one', 'year', 'without', 'you', 'bbrother', '❤', 'rip']",1,Love,NOUN
"['this', 'cough', 'just', ""won't"", 'go', 'away', '😩']",-1,Sadness,VERB
"['bruh', 'everybody', 'cheating', '!', 'wtf', '!', '!', '!', '😑']",-1,Disgust,ADJ
"['my', 'guy', 'eating', '👀', 'promise', ""y'all"", ""he's"", 'd1']",0,Surprise,VERB
"['yeah', ',', 'that', '’', 's', 'a', 'rip', 'off', '...', '😒']",-1,Disgust,ADJ
"['day', '2', 'of', 'persona', '5', 'starts', 'right', 'the', 'hecks', 'now', '!', ""let's"", 'listen', 'to', 'groovy', 'tunes', 'and', 'be', 'badass', 'anime', 'rebels', '.', '😎', '…']",1,Joy,ADJ
"['shaggy', 'just', 'said', 'he', '’', 's', 'an', 'illegal', 'alien', ',', 'a', 'jamaican', 'in', 'new', 'york', '.', 'i', '’', 'm', 'deceased', '😂']",1,Joy,VERB
"['dennis', 'and', 'carl', 'appreciation', 'post', '💞']",1,Love,NOUN
"['it', 'should', 'be', 'illegal', 'to', 'have', 'classes', 'before', '11', '😴']",-1,Sadness,ADJ
